id,ar_noun_counts,ar_verb_counts,ar_lemma_counts,en_ar_DEEP_noun_counts,en_ar_DEEP_verb_counts,en_ar_DEEP_lemma_counts,en_ar_DEEPL_noun_counts,en_ar_DEEPL_verb_counts,en_ar_DEEPL_lemma_counts,en_ar_GOOGLE_noun_counts,en_ar_GOOGLE_verb_counts,en_ar_GOOGLE_lemma_counts,en_ar_TRANSFORMERS_noun_counts,en_ar_TRANSFORMERS_verb_counts,en_ar_TRANSFORMERS_lemma_counts
2005/s/2005/634/18:5,5,2,32,6,4,32,6.0,4.0,34.0,6,4,32,6.0,4.0,33.0
2008/s/2008/251/34:4,4,1,25,4,1,25,4.0,1.0,23.0,2,1,23,3.0,1.0,25.0
2005/s/2005/631/37:2,3,2,23,4,2,23,3.0,2.0,21.0,4,2,23,3.0,2.0,21.0
2005/s/2005/649/22:1,9,8,52,10,6,49,9.0,8.0,50.0,10,6,49,9.0,8.0,50.0
2005/s/2005/684/54:1,4,1,19,5,0,19,5.0,0.0,19.0,5,0,19,5.0,0.0,19.0
2014/s/2014/740/80:4,2,2,24,1,4,26,1.0,4.0,26.0,1,4,26,2.0,3.0,23.0
2008/s/2008/800/75:1,34,8,103,29,12,104,29.0,10.0,107.0,29,12,104,33.0,11.0,107.0
2012/s/2012/165/6:2,6,5,37,6,4,36,6.0,3.0,34.0,6,4,36,6.0,1.0,33.0
2005/s/2005/60/276:1,7,2,36,9,2,38,9.0,2.0,37.0,9,2,38,8.0,2.0,36.0
2011/s/2011/463/347:10,5,1,43,6,3,46,6.0,2.0,43.0,6,3,46,4.0,1.0,29.0
2011/s/2011/298/20:4,4,1,24,4,2,25,6.0,2.0,31.0,4,2,25,4.0,2.0,25.0
1999/s/res/1267_1999_/25:1,1,3,18,1,3,20,1.0,3.0,18.0,1,3,20,1.0,3.0,18.0
2005/s/2005/60/679:4,1,2,16,2,1,17,2.0,1.0,16.0,2,1,14,2.0,1.0,15.0
2005/s/2005/657/21:1,7,2,31,7,1,30,7.0,1.0,30.0,7,1,30,6.0,2.0,31.0
2007/s/2007/677/23:1,2,2,9,1,0,5,1.0,0.0,5.0,1,0,5,2.0,1.0,7.0
2012/s/2012/359/52:3,6,2,27,6,2,28,6.0,2.0,25.0,6,2,28,6.0,2.0,28.0
2014/s/2014/935/128:1,11,4,48,11,4,47,10.0,3.0,46.0,10,4,47,10.0,2.0,46.0
2000/s/2000/1196/110:4,5,0,23,4,1,24,5.0,2.0,24.0,4,1,24,3.0,2.0,21.0
2014/s/2014/948/29:2,1,2,17,1,1,14,2.0,1.0,14.0,1,1,14,2.0,2.0,18.0
2005/s/res/1617_2005_/10:1,5,1,25,4,1,24,4.0,1.0,24.0,4,1,24,5.0,1.0,22.0
2012/s/2012/244/28:2,3,2,30,1,3,28,1.0,3.0,28.0,1,3,28,1.0,3.0,27.0
2006/s/2006/154/305:1,14,4,45,14,4,40,15.0,4.0,40.0,14,4,40,13.0,4.0,43.0
2008/s/2008/250/69:2,11,2,45,10,2,43,10.0,2.0,42.0,10,2,43,11.0,1.0,41.0
2005/s/2005/657/6:2,17,5,76,17,5,70,18.0,5.0,68.0,17,5,71,16.0,6.0,71.0
2006/s/2006/822/207:6,5,4,31,2,4,31,2.0,4.0,31.0,2,4,31,5.0,4.0,33.0
2005/s/2005/699/410:2,1,1,11,1,1,10,1.0,1.0,10.0,1,1,10,2.0,1.0,10.0
2005/s/2005/60/484:5,1,2,8,1,2,7,1.0,2.0,7.0,1,2,7,1.0,2.0,7.0
2005/s/2005/662/79:2,5,2,25,7,1,24,6.0,1.0,24.0,7,1,24,5.0,2.0,24.0
2011/s/2011/525/21:2,6,2,30,7,2,28,6.0,2.0,30.0,7,2,28,6.0,2.0,28.0
2004/s/2004/384/98:3,1,5,15,1,6,19,0.0,5.0,17.0,1,5,18,0.0,7.0,15.0
2012/s/2012/244/7:1,6,6,49,6,5,51,6.0,6.0,51.0,6,5,51,6.0,5.0,51.0
2006/s/2006/822/170:9,3,1,6,2,1,5,2.0,1.0,6.0,2,1,5,2.0,1.0,7.0
2005/s/2005/603/31:3,2,2,19,2,2,20,1.0,2.0,21.0,2,2,20,2.0,2.0,18.0
2014/s/2014/9/103:1,5,2,42,2,2,38,1.0,2.0,36.0,2,2,38,1.0,2.0,37.0
2006/s/2006/822/242:4,8,3,22,8,3,22,8.0,3.0,23.0,8,3,22,9.0,4.0,25.0
2014/s/2014/902/27:5,4,2,23,2,1,20,2.0,1.0,20.0,2,1,20,2.0,2.0,21.0
2012/s/2012/168/4:1,14,7,93,16,9,96,17.0,8.0,96.0,16,9,96,17.0,6.0,89.0
2011/s/2011/463/161:1,2,2,23,2,2,24,2.0,2.0,24.0,2,2,24,1.0,2.0,24.0
2014/s/2014/957/67:4,3,2,26,2,2,23,2.0,2.0,23.0,2,2,23,3.0,2.0,24.0
2005/s/2005/60/1078:1,1,2,18,1,2,18,1.0,2.0,19.0,1,2,18,1.0,2.0,19.0
2009/s/2009/289/46:3,8,1,27,8,0,25,7.0,1.0,26.0,8,0,25,8.0,0.0,25.0
2005/s/2005/60/833:2,2,3,25,0,3,23,1.0,4.0,27.0,0,3,23,2.0,3.0,24.0
2007/s/prst/2007/49/3:2,2,1,15,2,1,15,2.0,1.0,15.0,2,1,15,2.0,1.0,15.0
2010/s/prst/2010/25/54:1,5,1,25,5,0,21,6.0,0.0,21.0,5,0,21,6.0,0.0,20.0
2013/s/2013/792/41:2,4,1,25,5,1,30,5.0,1.0,29.0,5,1,30,6.0,1.0,31.0
2000/s/2000/591/30:1,11,9,60,8,8,51,8.0,8.0,50.0,10,8,55,11.0,9.0,54.0
2005/s/2005/60/645:1,7,1,32,6,2,29,6.0,1.0,29.0,6,2,29,5.0,1.0,30.0
2012/s/2012/244/50:4,7,3,25,6,2,21,5.0,3.0,24.0,6,2,21,6.0,3.0,23.0
2005/s/2005/603/38:2,12,1,59,16,1,60,13.0,1.0,59.0,16,1,60,14.0,3.0,62.0
2005/s/2005/800/12:1,3,3,29,5,3,28,4.0,3.0,28.0,4,4,27,4.0,4.0,26.0
2005/s/2005/636/683:1,3,1,13,5,0,15,5.0,0.0,15.0,5,0,15,4.0,0.0,17.0
2005/s/2005/625/143:3,5,3,25,4,3,24,6.0,3.0,24.0,4,3,24,4.0,3.0,23.0
2014/s/res/2195__2014_/6:1,1,5,30,2,6,34,1.0,4.0,29.0,2,6,34,0.0,4.0,33.0
2005/s/2005/642/100:1,9,1,46,9,2,43,7.0,1.0,40.0,9,2,43,8.0,1.0,39.0
2005/s/2005/60/247:6,4,4,21,4,3,20,4.0,2.0,22.0,4,3,21,3.0,5.0,20.0
2006/s/2006/822/8:1,7,5,43,7,5,37,6.0,5.0,38.0,7,5,37,5.0,5.0,40.0
2008/s/2008/80/53:1,11,4,32,9,3,38,9.0,3.0,34.0,9,3,38,10.0,3.0,34.0
2004/s/2004/614/116:1,0,2,10,2,1,10,1.0,1.0,10.0,2,1,10,0.0,0.0,4.0
2005/s/2005/61/202:1,3,1,12,3,1,12,3.0,1.0,12.0,3,1,12,3.0,1.0,12.0
2008/s/2008/806/17:2,7,2,42,9,1,44,7.0,3.0,41.0,9,1,44,8.0,2.0,42.0
2006/s/2006/154/77:2,4,4,24,4,3,27,5.0,3.0,26.0,4,3,27,3.0,4.0,25.0
2011/s/2011/373/6:1,7,2,54,7,1,51,8.0,1.0,49.0,7,1,51,9.0,1.0,50.0
2011/s/2011/463/120:5,5,2,19,4,1,19,4.0,2.0,18.0,4,1,19,4.0,2.0,17.0
2012/s/prst/2012/29/14:1,13,2,54,10,2,52,9.0,1.0,52.0,10,2,53,9.0,2.0,52.0
2005/s/2005/60/886:5,3,1,20,2,2,21,2.0,1.0,18.0,2,2,21,2.0,2.0,23.0
2006/s/2006/154/261:1,7,1,21,5,2,22,6.0,2.0,21.0,5,2,22,6.0,2.0,21.0
2013/s/2013/769/93:1,14,3,39,13,3,40,13.0,3.0,40.0,13,3,40,12.0,3.0,39.0
2011/s/2011/463/385:1,5,3,29,5,0,28,5.0,2.0,27.0,5,0,28,5.0,1.0,26.0
2012/s/2012/373/596:2,12,6,65,14,4,62,12.0,8.0,62.0,14,4,62,12.0,7.0,63.0
2005/s/2005/60/686:1,5,3,23,5,1,22,5.0,1.0,21.0,5,1,22,5.0,2.0,22.0
2005/s/2005/645/15:3,6,3,37,3,3,33,5.0,3.0,34.0,4,4,35,6.0,3.0,33.0
2010/s/2010/522/66:1,12,3,64,12,5,67,13.0,5.0,68.0,12,5,67,13.0,5.0,68.0
2005/s/2005/60/209:1,5,3,19,5,3,19,5.0,3.0,18.0,5,3,19,5.0,3.0,19.0
2011/s/2011/245/126:2,6,4,31,6,4,31,5.0,3.0,18.0,6,4,31,7.0,5.0,28.0
2011/s/2011/463/428:2,7,2,19,7,1,18,7.0,1.0,18.0,7,1,18,6.0,1.0,19.0
2005/s/2005/603/48:4,6,2,35,7,2,34,7.0,1.0,32.0,7,2,34,7.0,1.0,32.0
2005/s/2005/60/454:2,2,2,14,2,1,14,3.0,2.0,14.0,2,1,14,2.0,2.0,14.0
2012/s/2012/162/8:1,17,6,80,19,4,76,22.0,4.0,71.0,19,4,76,20.0,5.0,75.0
2005/s/2005/60/672:2,0,2,11,1,1,14,2.0,2.0,14.0,1,1,14,2.0,2.0,13.0
2007/s/2007/677/117:4,1,3,21,1,3,17,1.0,3.0,16.0,1,3,17,3.0,3.0,18.0
2005/s/2005/60/286:3,2,2,20,2,2,20,2.0,2.0,20.0,2,2,20,2.0,2.0,20.0
2009/s/2009/71/79:1,7,1,25,7,1,27,8.0,2.0,30.0,7,1,27,7.0,1.0,28.0
2001/s/res/1373_2001_/10:1,2,1,27,4,1,28,5.0,0.0,28.0,4,1,28,4.0,2.0,25.0
2014/s/2014/957/63:2,3,3,24,3,3,23,3.0,2.0,22.0,3,3,23,3.0,2.0,21.0
2005/s/2005/572/132:5,4,3,29,6,1,30,5.0,1.0,28.0,6,1,31,4.0,3.0,29.0
2006/s/2006/822/209:8,0,0,10,0,1,10,0.0,1.0,10.0,0,1,10,0.0,1.0,9.0
2007/s/2007/471/29:1,6,3,35,8,2,37,7.0,2.0,35.0,8,2,37,7.0,2.0,35.0
2005/s/2005/60/503:2,1,2,23,1,2,18,1.0,1.0,22.0,1,3,18,1.0,3.0,19.0
2013/s/2013/722/100:1,7,1,35,7,1,36,7.0,1.0,41.0,6,2,40,6.0,0.0,39.0
2010/s/res/1963_2010_/31:1,12,3,54,17,3,55,15.0,3.0,53.0,17,3,55,13.0,3.0,53.0
2005/s/2005/662/514:1,4,4,30,4,4,31,4.0,4.0,32.0,4,4,32,5.0,4.0,29.0
2005/s/2005/60/122:5,3,2,23,3,2,22,3.0,2.0,23.0,3,2,22,3.0,2.0,21.0
2004/s/res/1540_2004_/22:1,3,3,24,5,2,23,2.0,2.0,22.0,5,2,23,2.0,2.0,23.0
2012/s/2012/244/56:2,5,3,34,4,3,34,4.0,3.0,34.0,4,3,34,3.0,3.0,34.0
2010/s/prst/2010/22/8:2,15,5,54,13,3,51,14.0,3.0,51.0,13,3,51,12.0,3.0,53.0
2014/s/prst/2014/3/709:1,14,5,47,16,6,48,15.0,7.0,50.0,16,6,48,12.0,7.0,52.0
2012/s/2012/373/43:1,5,3,26,4,2,23,4.0,2.0,23.0,4,2,23,4.0,2.0,23.0
2011/s/2011/298/20:2,4,2,17,4,2,17,4.0,1.0,18.0,4,2,17,5.0,1.0,16.0
2012/s/2012/359/15:2,6,6,32,6,7,32,6.0,7.0,32.0,6,7,32,5.0,6.0,29.0
2012/s/2012/373/337:3,6,3,33,3,4,32,3.0,3.0,30.0,3,4,32,2.0,4.0,30.0
2009/s/res/1904_2009_/104:1,3,0,26,4,0,26,4.0,0.0,25.0,4,0,26,3.0,0.0,24.0
2004/s/2004/384/77:3,3,5,27,4,5,24,3.0,5.0,22.0,4,5,24,4.0,4.0,24.0
2005/s/2005/60/655:4,3,2,27,3,3,25,2.0,3.0,27.0,3,3,25,3.0,3.0,27.0
2005/s/2005/644/2:1,8,5,65,9,5,66,8.0,5.0,66.0,9,5,67,8.0,5.0,65.0
2007/s/res/1787_2007_/10:1,10,6,48,11,3,49,10.0,4.0,48.0,11,3,49,10.0,4.0,46.0
2010/s/2010/497/116:1,7,4,40,6,5,39,7.0,3.0,38.0,6,5,39,6.0,5.0,40.0
2003/s/res/1456_2003_/9:1,3,3,20,3,2,20,3.0,4.0,20.0,3,2,20,3.0,2.0,21.0
2005/s/2005/604/34:3,4,1,24,3,1,26,4.0,1.0,26.0,3,1,26,3.0,1.0,25.0
2014/s/2014/951/11:1,5,3,34,7,4,36,6.0,4.0,36.0,7,4,36,7.0,3.0,38.0
2005/s/2005/60/744:1,14,2,34,13,1,29,13.0,2.0,32.0,13,1,29,11.0,1.0,31.0
2005/s/2005/572/306:1,21,7,79,15,3,70,16.0,5.0,72.0,15,3,71,17.0,6.0,71.0
2005/s/2005/66/44:3,5,4,20,4,2,17,4.0,4.0,22.0,4,2,17,4.0,3.0,20.0
2005/s/2005/60/841:2,2,1,25,3,2,19,2.0,2.0,22.0,3,2,19,3.0,2.0,23.0
2005/s/2005/636/609:1,8,1,30,16,2,33,16.0,1.0,31.0,16,2,33,9.0,1.0,29.0
2012/s/2012/244/49:5,11,4,36,10,3,35,10.0,5.0,34.0,10,4,34,11.0,2.0,31.0
2008/s/2008/471/74:1,14,3,46,13,1,48,14.0,1.0,48.0,13,1,48,14.0,2.0,50.0
2004/s/res/1566_2004_/7:1,0,2,21,0,1,25,0.0,2.0,25.0,0,1,24,0.0,1.0,22.0
2014/s/prst/2014/3/70:1,8,1,25,6,1,23,7.0,0.0,22.0,8,0,23,8.0,0.0,22.0
2014/s/2014/93/14:1,9,6,44,11,3,35,9.0,5.0,45.0,11,3,35,10.0,4.0,42.0
2005/s/2005/662/140:2,3,2,9,1,1,7,1.0,1.0,8.0,1,1,7,2.0,1.0,8.0
2005/s/2005/572/110:2,3,2,17,2,2,17,2.0,2.0,17.0,2,2,17,3.0,2.0,17.0
2011/s/2011/463/99:6,8,3,36,10,2,39,10.0,2.0,38.0,10,2,39,9.0,2.0,39.0
2012/s/prst/2012/26/7:1,9,2,42,9,2,46,7.0,2.0,42.0,9,2,47,9.0,2.0,41.0
2012/s/prst/2012/24/4:1,14,9,69,12,6,66,12.0,7.0,65.0,12,6,67,13.0,6.0,66.0
2000/s/2000/1196/54:2,4,2,25,5,2,27,4.0,2.0,27.0,5,2,27,4.0,2.0,27.0
2011/s/2013/467/115:2,3,1,26,2,1,24,3.0,1.0,25.0,2,1,24,4.0,1.0,24.0
2006/s/2006/822/305:4,2,1,8,3,1,12,4.0,1.0,14.0,2,1,12,2.0,1.0,10.0
2005/s/2005/645/5:5,1,2,13,1,2,14,1.0,1.0,16.0,1,2,14,1.0,1.0,15.0
2010/s/prst/2010/25/733:1,11,3,47,12,4,50,12.0,4.0,49.0,12,4,50,12.0,3.0,53.0
2011/s/2011/525/35:1,9,2,40,9,3,39,7.0,2.0,38.0,9,3,39,10.0,1.0,36.0
2005/s/2005/60/179:3,3,2,25,5,3,29,5.0,2.0,29.0,5,3,28,6.0,2.0,24.0
2014/s/2014/924/34:1,10,2,42,13,3,40,10.0,2.0,38.0,13,3,39,11.0,3.0,39.0
2012/s/2012/16/49:4,4,1,25,4,1,27,4.0,1.0,28.0,4,1,27,4.0,1.0,27.0
2008/s/2008/324/74:2,7,7,39,9,7,48,6.0,5.0,43.0,9,6,49,6.0,7.0,49.0
2011/s/2011/463/202:6,2,1,11,2,1,14,2.0,1.0,13.0,2,1,14,2.0,1.0,13.0
2007/s/prst/2007/42/6:1,7,1,35,5,2,35,5.0,2.0,32.0,5,2,35,5.0,2.0,35.0
2004/s/prst/2004/32/10:1,1,2,20,1,1,18,1.0,1.0,18.0,1,1,19,1.0,1.0,20.0
2006/s/2006/822/408:2,5,2,21,4,3,24,5.0,2.0,21.0,4,2,21,5.0,2.0,21.0
2005/s/2005/642/75:2,9,2,29,7,2,27,7.0,3.0,28.0,7,2,27,6.0,2.0,26.0
2003/s/2003/216/26:1,7,1,42,8,1,48,6.0,1.0,42.0,8,1,48,7.0,1.0,48.0
2014/s/2014/869/39:4,4,3,32,4,4,26,4.0,3.0,26.0,4,3,27,4.0,3.0,28.0
2011/s/2011/463/268:4,7,4,34,7,3,35,7.0,4.0,34.0,7,3,36,6.0,4.0,33.0
2005/s/2005/688/12:6,0,1,12,0,2,12,0.0,1.0,10.0,0,2,13,0.0,0.0,9.0
2008/s/2008/251/71:3,6,2,36,6,2,33,5.0,2.0,33.0,6,2,33,5.0,2.0,33.0
2004/s/2004/384/110:1,5,5,40,5,5,37,4.0,5.0,36.0,6,5,38,4.0,5.0,38.0
2014/s/res/2178__2014_/43:1,8,5,48,7,4,39,6.0,4.0,37.0,7,4,39,8.0,4.0,45.0
2004/s/2004/384/84:1,5,2,22,5,1,28,5.0,2.0,31.0,5,1,28,4.0,1.0,24.0
2012/s/2012/373/683:2,7,5,38,6,5,37,6.0,4.0,35.0,5,4,34,5.0,4.0,35.0
2008/s/prst/2008/18/4:5,6,2,35,6,2,33,7.0,2.0,33.0,6,2,33,5.0,2.0,34.0
2011/s/2011/463/376:5,2,2,25,4,3,25,4.0,3.0,23.0,4,3,25,4.0,3.0,24.0
2004/s/2004/384/98:4,0,2,16,1,2,16,0.0,3.0,17.0,1,2,17,1.0,2.0,15.0
2014/s/2014/948/41:1,4,2,20,4,2,19,3.0,2.0,19.0,4,2,19,4.0,2.0,20.0
2003/s/prst/2003/27/167:1,0,1,11,0,0,9,0.0,0.0,10.0,0,0,9,0.0,0.0,10.0
2005/s/2005/60/207:1,12,7,54,10,4,50,11.0,5.0,53.0,10,4,51,8.0,6.0,50.0
2014/s/2014/902/162:5,6,2,24,4,0,23,5.0,1.0,24.0,4,0,25,5.0,1.0,24.0
2005/s/2005/60/814:5,5,2,18,3,1,21,3.0,1.0,20.0,3,1,21,4.0,1.0,21.0
2005/s/2005/60/425:5,3,2,25,2,4,25,2.0,4.0,25.0,2,4,25,2.0,4.0,22.0
2012/s/2012/791/67:1,10,2,48,7,2,51,7.0,2.0,50.0,7,2,49,6.0,1.0,49.0
2005/s/2005/698/17:2,5,7,67,6,6,63,6.0,7.0,65.0,6,6,63,6.0,7.0,65.0
2014/s/2014/909/14:2,0,1,12,0,1,14,0.0,1.0,12.0,0,1,14,0.0,2.0,11.0
2012/s/2012/359/37:1,2,1,33,3,1,33,3.0,1.0,33.0,3,1,33,3.0,1.0,33.0
2008/s/2008/324/215:1,14,7,69,15,6,62,18.0,8.0,63.0,15,6,62,14.0,7.0,67.0
2011/s/2013/467/75:4,8,5,38,6,4,36,6.0,4.0,36.0,6,5,36,7.0,6.0,37.0
2009/s/res/1887__2009_/16:1,7,9,60,8,4,54,10.0,7.0,54.0,8,4,54,8.0,7.0,54.0
2008/s/2008/167/12:1,6,8,48,5,7,46,5.0,8.0,47.0,5,7,46,6.0,6.0,46.0
2002/s/res/1390_2002_/6:1,0,2,32,1,2,33,0.0,2.0,32.0,1,2,33,0.0,2.0,31.0
2014/s/2014/9/144:3,2,2,22,2,1,19,2.0,1.0,20.0,2,1,19,2.0,2.0,18.0
2009/s/prst/2009/1/288:1,22,4,64,18,3,62,12.0,4.0,59.0,18,3,62,18.0,4.0,64.0
2012/s/prst/2012/28/8:3,16,5,57,16,3,62,15.0,3.0,53.0,16,3,62,15.0,3.0,54.0
2005/s/2005/642/22:3,3,3,33,2,5,33,2.0,4.0,32.0,2,5,33,2.0,3.0,31.0
2005/s/2005/60/833:3,9,2,36,7,3,38,6.0,3.0,37.0,7,3,38,6.0,3.0,38.0
2006/s/2006/822/212:1,4,3,23,2,3,23,3.0,3.0,25.0,2,3,23,2.0,3.0,26.0
2005/s/2005/60/344:8,4,1,17,3,2,17,3.0,1.0,17.0,3,2,17,3.0,3.0,18.0
2014/s/2014/648/15:4,6,3,40,5,2,39,5.0,1.0,40.0,5,2,40,4.0,1.0,38.0
2009/s/2009/71/24:1,8,4,47,10,3,43,6.0,3.0,39.0,10,3,43,6.0,3.0,41.0
2008/s/2008/379/234:1,3,0,20,2,0,16,2.0,2.0,18.0,2,0,16,2.0,0.0,16.0
2014/s/2014/648/18:1,10,2,41,10,1,43,10.0,1.0,43.0,10,1,44,10.0,1.0,45.0
2011/s/res/1988_2011_/26:1,20,6,70,21,6,66,20.0,7.0,67.0,21,7,67,15.0,8.0,65.0
2014/s/2014/276/73:3,3,0,20,3,1,21,2.0,1.0,21.0,3,1,21,2.0,2.0,22.0
2011/s/2011/463/204:9,5,2,26,5,2,24,5.0,2.0,26.0,5,2,25,4.0,2.0,26.0
2006/s/prst/2006/48/16:1,5,1,26,5,0,23,5.0,1.0,22.0,5,0,24,4.0,0.0,23.0
2003/s/2003/191/add_1/21:1,2,3,31,2,4,31,2.0,3.0,29.0,2,4,31,2.0,3.0,29.0
2008/s/2008/250/36:4,12,1,25,11,2,26,12.0,1.0,25.0,11,2,26,11.0,1.0,25.0
2009/s/prst/2009/1/5:1,11,4,47,11,2,43,10.0,2.0,42.0,11,2,44,11.0,2.0,44.0
2014/s/2014/276/155:1,2,1,27,3,1,23,3.0,1.0,25.0,3,1,23,3.0,1.0,24.0
2011/s/2011/463/347:7,4,2,18,4,0,14,4.0,1.0,18.0,4,0,14,4.0,0.0,14.0
2013/s/prst/2013/15/11:3,10,5,54,9,3,51,10.0,3.0,50.0,10,3,49,9.0,3.0,49.0
2005/s/2005/60/714:9,5,6,30,3,2,27,4.0,4.0,33.0,3,2,27,3.0,4.0,29.0
2006/s/2006/822/135:3,8,2,25,6,2,31,6.0,1.0,23.0,6,2,31,7.0,1.0,22.0
2010/s/2010/528/136:1,5,3,31,5,3,31,4.0,3.0,30.0,5,3,31,4.0,3.0,31.0
2013/s/2013/769/58:3,4,2,31,5,2,31,5.0,2.0,31.0,4,2,30,5.0,2.0,31.0
2005/s/2005/642/13:2,4,3,38,3,5,41,4.0,3.0,37.0,3,5,41,4.0,4.0,40.0
2014/s/2014/943/80:1,8,0,25,7,0,28,7.0,0.0,25.0,7,0,27,7.0,2.0,30.0
2003/s/2003/90/83:1,1,1,24,2,1,27,2.0,1.0,26.0,1,1,26,1.0,1.0,26.0
2005/s/2005/635/38:2,5,7,33,5,6,34,5.0,7.0,33.0,5,6,34,4.0,3.0,29.0
2014/s/res/2161__2014_/212:1,27,11,86,28,16,86,27.0,14.0,79.0,28,16,86,28.0,15.0,86.0
2004/s/2004/614/15:2,3,1,22,4,1,20,3.0,1.0,22.0,4,1,20,3.0,1.0,21.0
2012/s/prst/2012/22/10:3,3,2,34,2,1,34,2.0,1.0,34.0,2,1,34,2.0,1.0,35.0
2012/s/2012/373/521:1,7,4,38,7,2,34,7.0,4.0,33.0,7,3,34,7.0,3.0,33.0
2007/s/prst/2007/32/2:1,1,3,31,4,3,32,1.0,3.0,32.0,4,3,33,1.0,3.0,32.0
2005/s/2005/631/83:1,7,1,27,6,0,26,5.0,0.0,26.0,6,1,26,5.0,1.0,26.0
2011/s/2011/463/242:3,4,2,19,5,3,21,5.0,3.0,20.0,5,3,21,5.0,3.0,22.0
2004/s/prst/2004/21/13:1,5,2,28,5,1,25,4.0,1.0,24.0,5,1,26,5.0,1.0,24.0
2010/s/prst/2010/2/7:1,8,1,30,9,2,29,8.0,1.0,28.0,9,2,30,8.0,2.0,30.0
1999/s/res/1265_1999_/38:1,9,3,33,9,3,36,9.0,3.0,34.0,9,3,36,10.0,3.0,33.0
2009/s/res/1904_2009_/23:1,15,4,55,14,3,53,19.0,3.0,55.0,16,3,53,11.0,3.0,46.0
2014/s/2014/740/10:1,7,2,40,6,2,39,6.0,3.0,37.0,6,2,39,6.0,3.0,38.0
2005/s/2005/60/895:1,8,5,39,8,4,37,7.0,6.0,37.0,8,4,37,6.0,4.0,35.0
2014/s/prst/2014/3/960:1,7,2,42,7,2,45,6.0,2.0,40.0,7,2,45,7.0,2.0,44.0
2004/s/prst/2004/37/6:2,8,1,35,9,1,33,7.0,1.0,33.0,9,1,33,8.0,1.0,33.0
2011/s/2011/373/7:4,2,1,10,1,0,12,1.0,0.0,11.0,1,0,12,1.0,0.0,10.0
2009/s/prst/2009/19/9:1,5,4,37,5,4,35,4.0,4.0,33.0,5,4,36,4.0,5.0,35.0
2002/s/prst/2002/41/7:1,7,3,46,7,3,42,9.0,3.0,41.0,7,3,43,9.0,3.0,41.0
2005/s/2005/639/2:1,3,1,41,2,1,37,2.0,3.0,39.0,2,1,38,2.0,1.0,38.0
2011/s/2011/223/27:1,4,1,31,3,1,29,3.0,1.0,30.0,3,1,29,4.0,1.0,31.0
2005/s/2005/603/78:1,5,1,29,3,1,24,3.0,1.0,23.0,3,1,24,3.0,1.0,26.0
2009/s/res/1904_2009_/16:1,7,3,45,7,3,45,12.0,5.0,32.0,7,3,45,8.0,4.0,46.0
2009/s/prst/2009/1/57:1,3,0,19,3,0,18,3.0,0.0,18.0,3,0,18,3.0,0.0,19.0
2011/s/2011/298/111:2,3,2,13,5,1,18,4.0,1.0,16.0,5,1,18,3.0,1.0,10.0
2005/s/2005/68/25:1,4,2,25,3,2,25,3.0,2.0,25.0,3,2,25,3.0,2.0,25.0
2005/s/2005/60/575:2,4,2,16,3,2,14,3.0,2.0,15.0,3,2,14,3.0,2.0,14.0
2014/s/2014/935/68:3,2,1,16,3,1,14,3.0,1.0,14.0,3,1,15,3.0,1.0,15.0
2004/s/2004/614/67:7,4,1,32,4,1,29,4.0,1.0,29.0,4,1,29,5.0,1.0,28.0
2013/s/res/2129__2013_/31:1,5,2,24,5,1,21,5.0,0.0,19.0,5,2,23,4.0,1.0,21.0
2014/s/2014/943/84:1,4,4,42,8,4,40,8.0,4.0,39.0,8,4,40,9.0,4.0,43.0
2011/s/2011/29/30:1,6,3,36,8,3,37,8.0,3.0,34.0,8,3,37,7.0,3.0,35.0
2005/s/2005/635/16:9,3,0,15,1,1,12,3.0,0.0,12.0,1,1,12,2.0,1.0,13.0
2014/s/prst/2014/3/141:1,7,1,43,7,0,41,11.0,0.0,41.0,6,1,41,7.0,0.0,41.0
2000/s/2000/1196/46:3,5,2,25,4,2,22,4.0,2.0,23.0,4,2,22,5.0,2.0,23.0
2005/s/2005/60/371:5,3,2,14,2,1,15,2.0,1.0,14.0,2,1,15,3.0,1.0,16.0
2005/s/2005/631/54:2,4,3,22,2,2,21,0.0,2.0,17.0,2,2,21,2.0,3.0,22.0
2005/s/2005/60/706:4,1,0,18,1,2,21,1.0,1.0,19.0,1,2,21,1.0,1.0,17.0
2000/s/2000/1190/140:1,3,3,28,3,4,32,3.0,2.0,28.0,3,4,32,3.0,3.0,30.0
2014/s/2014/942/35:1,6,2,27,7,2,23,6.0,3.0,21.0,7,2,23,7.0,3.0,22.0
2014/s/res/2178__2014_/27:1,5,6,31,4,4,31,4.0,4.0,28.0,4,4,31,5.0,4.0,31.0
2010/s/2010/569/11:2,5,2,26,3,1,23,3.0,1.0,22.0,3,1,23,4.0,1.0,23.0
2010/s/2010/528/133:3,5,3,22,6,1,20,5.0,2.0,21.0,6,1,20,6.0,2.0,21.0
2011/s/2011/463/108:1,15,3,60,15,2,60,16.0,1.0,56.0,15,2,60,14.0,2.0,57.0
2005/s/2005/60/431:1,7,4,33,2,2,32,2.0,2.0,32.0,2,2,34,2.0,1.0,28.0
2005/s/prst/2005/30/7:2,6,2,27,6,3,28,6.0,2.0,26.0,6,3,28,7.0,2.0,27.0
2005/s/2005/60/425:1,2,1,16,2,1,15,2.0,1.0,15.0,2,1,15,2.0,1.0,15.0
2005/s/2005/60/584:8,4,4,20,2,4,19,3.0,4.0,21.0,2,4,19,3.0,4.0,20.0
