id,es_noun_counts,es_verb_counts,es_lemma_counts,en_es_DEEP_noun_counts,en_es_DEEP_verb_counts,en_es_DEEP_lemma_counts,en_es_DEEPL_noun_counts,en_es_DEEPL_verb_counts,en_es_DEEPL_lemma_counts,en_es_GOOGLE_noun_counts,en_es_GOOGLE_verb_counts,en_es_GOOGLE_lemma_counts,en_es_TRANSFORMERS_noun_counts,en_es_TRANSFORMERS_verb_counts,en_es_TRANSFORMERS_lemma_counts
2004/s/2004/789/291:2,3,1,13,6,2,14,6,2,12,6,2,14,6,2,14
2007/s/2007/653/21:1,1,0,9,1,0,9,1,0,9,1,0,9,1,0,9
2013/s/agenda/7041/2:1,3,1,13,3,1,13,3,1,13,3,1,13,3,1,13
2003/s/2003/212/36:2,1,1,10,1,1,7,1,1,7,1,1,7,1,1,7
2006/s/2006/744/107:1,1,0,17,1,0,15,1,0,15,1,0,15,1,0,15
2004/s/ac_37/2004/_1455_/29/45:1,8,5,27,6,5,26,6,5,27,6,5,26,6,5,25
2014/s/2014/10/add_40/13:1,3,0,16,3,0,16,3,0,16,3,0,16,3,0,16
2010/s/ac_44/2007/10/383:1,1,0,9,1,0,9,1,0,9,1,0,9,1,0,9
2005/s/2005/86/17:1,4,0,10,2,0,9,4,0,10,2,0,9,2,0,10
2002/s/2002/676/100:1,0,0,10,1,0,10,2,0,9,1,0,10,1,0,9
2010/s/2010/204/1398:1,6,1,23,6,0,21,6,0,20,6,0,21,7,0,23
2010/s/2010/283/137:1,3,0,25,4,0,26,3,0,23,4,0,26,3,0,24
2007/s/2007/168/add_1/137:1,3,1,17,2,1,15,2,1,15,2,1,15,4,1,15
2009/s/2009/10/add_5/47:1,3,0,14,3,0,13,3,0,13,3,0,13,3,0,13
2012/s/2012/697/8:1,1,0,9,1,0,8,1,0,8,1,0,8,1,0,8
2003/s/ac_26/2003/31/281:3,5,3,14,4,3,14,4,3,14,4,3,14,4,3,15
2005/s/2005/662/340:3,4,1,12,4,1,11,5,1,13,4,1,11,4,1,11
2000/s/ac_26/2000/26/1136:1,2,0,8,2,0,6,1,0,6,2,0,6,3,0,7
2005/s/2005/764/79:2,5,1,20,7,1,21,7,1,22,7,1,21,8,1,24
2008/s/2008/598/89:1,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
2010/s/agenda/6359/2:1,3,1,13,3,1,13,4,1,13,3,1,13,3,1,13
2002/s/ac_26/2002/26/279:1,7,2,25,8,2,25,9,2,24,8,2,25,8,2,25
2008/s/2008/10/add_13/42:1,3,0,17,3,0,17,3,0,17,3,0,17,3,0,17
2009/s/agenda/6088/2:1,3,1,13,3,1,13,4,1,13,3,1,13,3,1,13
2007/s/ac_50/2007/106/44:1,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6
2004/s/2004/826/268:6,8,1,19,7,1,16,7,1,16,7,1,16,7,1,16
2010/s/2010/200/79:1,2,2,14,2,2,15,2,2,15,2,2,15,2,2,14
2000/s/ac_26/2000/26/1106:1,1,0,11,0,0,10,0,0,10,0,0,10,1,0,10
2009/s/2009/83/10:2,6,3,16,5,3,15,5,3,15,5,3,15,5,3,15
2006/s/agenda/5378/4:1,1,0,7,1,0,8,1,0,8,1,0,8,1,0,7
2014/s/2014/698/29:1,4,2,20,3,1,17,3,1,16,3,1,17,4,1,16
2014/s/prst/2014/3/512:1,2,0,10,2,0,10,2,0,10,2,0,10,2,0,10
2004/s/2004/789/257:2,3,1,14,3,1,12,3,1,12,3,1,12,3,1,13
2003/s/2003/398/12:1,2,2,10,1,0,10,1,0,10,1,0,10,1,0,10
2006/s/2006/10/139:1,1,1,23,1,1,24,1,1,24,1,1,24,1,1,23
2007/s/2007/323/272:2,4,2,17,4,0,11,4,0,11,3,2,11,3,2,12
2000/s/ac_26/2000/16/679:1,4,0,8,4,0,9,4,0,9,4,0,9,4,0,8
1999/s/1999/36/27:3,3,1,12,3,2,13,3,2,12,3,2,13,3,1,13
1999/s/1999/1250/39:1,2,0,11,2,1,12,2,0,12,2,1,12,3,1,13
2006/s/2006/35/45:1,4,0,9,4,0,9,4,0,9,4,0,9,4,0,9
2009/s/prst/2009/1/353:1,24,1,45,12,1,43,11,1,43,12,1,43,24,1,45
2012/s/ac_44/2012/6/33:1,1,0,5,1,0,4,1,0,4,1,0,4,1,0,5
2005/s/2005/274/1137:1,1,0,12,1,0,11,1,0,11,1,0,11,1,0,11
2001/s/2001/1123/56:1,3,0,7,3,0,8,4,0,8,3,0,8,4,0,8
2003/s/2003/472/124:1,5,0,18,3,0,12,3,0,12,3,0,12,4,0,13
1998/s/ac_26/dec_47_1998_/21:1,3,1,7,3,0,6,3,0,5,3,0,6,3,1,7
2005/s/agenda/5122/2:1,3,1,13,3,1,13,4,1,13,3,1,13,3,1,13
2010/s/res/1966_2010_/31:1,2,3,8,2,3,7,2,3,7,2,3,7,2,3,8
2014/s/inf/68/3441:1,0,0,7,1,0,7,1,0,7,1,0,7,1,0,7
1998/s/1998/304/28:1,7,1,25,7,1,24,7,1,24,7,1,24,7,1,23
2007/s/2007/780/18:1,2,0,13,1,0,10,1,0,10,1,0,10,1,0,10
2005/s/2005/83/58:1,4,0,7,4,0,7,4,0,7,4,0,7,4,0,7
2009/s/2009/290/226:2,2,2,11,1,1,10,1,1,9,1,1,10,1,1,10
2010/s/prst/2010/25/770:1,2,0,10,2,0,10,2,0,10,2,0,10,2,0,10
2007/s/2007/651/63:3,8,2,28,4,4,28,3,3,24,4,4,28,4,3,18
2006/s/2006/68/126:1,3,1,11,3,1,10,4,1,10,3,1,10,3,1,10
2001/s/2001/78/11:1,6,5,22,5,4,24,5,5,24,5,4,24,5,4,24
2013/s/2013/331/110:3,4,0,15,4,1,15,4,1,15,4,1,15,4,0,15
1999/s/ac_26/1999/24/700:1,2,0,8,1,0,6,1,0,6,1,0,6,2,0,7
2004/s/ac_44/2004/_02_/25/8:1,4,3,26,3,2,25,4,2,28,3,2,25,7,2,34
2003/s/2003/188/20:1,4,3,24,4,1,19,4,2,21,4,1,19,4,2,21
2008/s/2008/296/1588:1,0,0,11,0,0,11,0,0,12,0,0,10,0,0,11
2000/s/2000/291/16:1,8,2,27,8,1,27,8,2,28,8,1,27,8,1,25
2010/s/2010/204/1211:1,1,0,12,3,0,16,2,0,15,3,0,16,1,0,12
2012/s/2012/185/64:2,5,1,21,2,2,21,3,1,21,2,2,21,4,1,23
2000/s/2000/1211/16:2,5,2,20,4,2,21,4,2,20,4,2,20,4,2,20
2002/s/2002/1425/9:9,4,2,13,4,2,12,4,2,12,4,2,12,4,2,12
2010/s/2010/644/26:1,4,2,26,3,2,21,3,2,21,4,2,23,4,2,21
2003/s/2003/69/11:1,5,2,27,5,2,28,5,2,29,5,2,28,5,2,30
2006/s/2006/628/54:1,2,0,7,2,0,7,2,0,7,2,0,7,2,0,7
2001/s/2001/186/154:5,7,2,29,5,2,30,5,2,28,5,2,30,5,2,28
2003/s/2003/724/21:1,3,2,24,4,2,25,4,2,25,4,2,25,2,2,11
1999/s/ac_26/1999/22/74:1,1,0,7,1,0,7,1,0,7,1,0,7,1,0,7
2002/s/ac_26/2002/7/628:1,6,0,15,4,0,11,4,0,12,3,0,11,6,0,14
2002/s/ac_26/2002/14/1198:1,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7
2003/s/ac_26/2003/22/44:2,5,3,18,6,2,16,6,2,16,6,2,16,6,2,17
2012/s/2012/894/69:1,3,0,9,2,0,9,2,0,9,2,0,9,2,0,9
2009/s/2009/196/97:1,5,0,13,5,0,13,5,0,14,5,0,13,5,0,13
2000/s/res/1309_2000_/12:1,1,3,9,1,3,7,1,3,7,1,3,7,1,3,8
2013/s/res/2130__2013_/31:1,1,3,8,1,3,7,2,3,7,1,3,7,1,3,8
2004/s/2004/21/90:1,9,2,22,8,2,22,8,1,24,8,2,22,7,1,21
2014/s/2014/343/345:1,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5
2010/s/2010/270/26:2,6,3,26,8,2,25,8,2,25,8,2,25,6,3,22
2011/s/2011/10/add_5/52:1,3,0,16,3,0,16,3,0,16,3,0,16,3,0,16
1999/s/ac_26/1999/2/566:1,2,0,11,1,0,10,1,0,10,1,0,12,1,0,10
2003/s/2003/558/17:1,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9
2014/s/2014/10/add_20/13:1,3,0,14,3,0,14,3,0,14,3,0,14,3,0,14
1998/s/1998/1184/11:1,4,0,9,4,0,9,4,0,9,4,0,9,4,0,9
1999/s/1999/896/98:1,8,0,21,8,0,21,8,0,21,8,0,21,7,0,19
2005/s/2005/436/178:4,2,4,21,3,4,21,3,4,21,3,4,21,2,2,19
2004/s/2004/961/61:1,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6
2006/s/2006/284/273:1,5,0,11,5,0,8,4,0,8,5,0,8,4,0,9
2009/s/2009/570/10:2,7,2,30,4,2,32,7,1,29,4,2,32,5,2,31
2005/s/ac_37/2005/_1455_/6/61:2,7,1,23,6,2,26,6,0,24,6,2,26,6,0,23
2011/s/2011/744/39:1,1,3,8,1,3,7,1,3,7,1,3,7,1,3,8
2010/s/2010/288/90:1,0,0,9,0,0,10,0,0,10,0,0,10,1,0,10
2010/s/2010/648/7:4,7,1,22,3,1,21,3,1,22,3,1,21,6,1,22
2013/s/inf/67/2079:1,3,0,7,3,0,7,3,0,7,3,0,7,1,1,6
2013/s/2013/366/90:1,4,2,24,4,2,24,4,2,24,4,2,24,4,2,23
2009/s/agenda/6086/2:1,3,1,13,3,1,13,4,1,13,3,1,13,3,1,13
2000/s/2000/345/13:1,1,0,11,1,0,11,1,0,11,1,0,11,1,0,11
1999/s/1999/1160/7:1,3,0,9,3,0,9,4,0,6,3,0,9,3,0,9
2005/s/ac_26/2005/10/1122:1,17,4,42,15,3,34,16,3,36,15,3,34,17,3,34
2006/s/2006/976/550:1,4,2,23,4,1,25,4,1,25,4,1,25,3,2,24
2003/s/ac_26/2003/21/1258:1,0,0,12,2,0,13,2,0,13,2,0,15,0,0,14
2008/s/2008/318/127:1,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7
2004/s/ac_26/2004/15/109:1,1,0,7,4,0,11,5,0,11,3,0,11,3,0,9
2005/s/2005/699/198:4,7,3,26,5,4,24,7,4,26,5,4,24,6,3,23
2008/s/2008/532/56:5,4,2,18,4,2,18,4,2,18,4,2,18,4,2,18
2005/s/2005/572/132:6,3,0,11,2,0,11,3,0,12,2,0,11,3,0,12
2013/s/2013/434/1:1,2,0,7,2,0,7,2,0,7,2,0,7,2,0,7
2003/s/ac_26/2003/15/587:1,6,1,24,10,2,22,11,2,22,10,2,22,10,2,22
2004/s/2004/931/7:1,1,0,10,0,0,10,0,0,10,0,0,10,0,0,10
2008/s/2008/622/57:1,8,2,25,5,2,26,7,2,26,5,2,26,8,1,24
2011/s/ac_52/2011/48/9:1,0,0,7,0,0,8,0,0,8,0,0,8,0,0,6
2002/s/ac_26/2002/19/15:1,1,0,12,2,0,9,1,0,9,2,0,9,1,0,9
2001/s/ac_26/2001/7/1558:1,2,0,10,2,0,8,1,0,5,2,0,8,3,0,10
2000/s/2000/445/24:1,1,0,9,1,0,10,1,0,10,1,0,10,1,0,10
2004/s/2004/272/11:1,1,0,11,1,0,11,1,0,11,1,0,11,1,0,11
1998/s/1998/529/84:1,5,0,11,4,1,12,5,0,11,4,1,12,5,0,11
2012/s/2012/10/add_9/23:1,3,0,17,3,0,17,3,0,17,3,0,17,3,0,17
2005/s/res/1638_2005_/8:1,1,1,12,1,1,12,1,1,12,1,1,12,1,1,12
2007/s/2007/584/713:4,2,2,9,2,2,9,2,2,10,2,2,9,2,2,10
2002/s/2002/1370/485:1,4,2,13,6,0,9,6,0,11,6,0,9,6,0,10
2001/s/res/1382_2001_/21:1,2,1,12,3,1,15,3,1,15,3,1,15,2,1,13
2001/s/2001/82/5:2,4,1,13,4,0,13,4,0,13,4,0,13,4,0,13
2009/s/2009/537/1232:1,1,0,9,1,0,8,1,0,8,1,0,8,1,0,9
2009/s/2009/212/771:1,1,0,12,3,0,16,2,0,15,3,0,16,1,0,12
2002/s/2002/1239/21:2,5,1,16,5,0,10,5,0,10,5,0,10,5,0,10
2000/s/2000/738/52:4,4,2,17,4,2,18,3,1,18,4,2,18,4,1,18
2010/s/2010/10/add_35/15:1,3,0,16,3,0,16,3,0,16,3,0,16,3,0,16
1999/s/1999/741/30:2,2,0,13,2,0,13,2,0,13,2,0,13,2,0,13
2002/s/ac_26/2002/32/1328:1,1,0,5,1,0,6,1,0,6,1,0,6,1,0,6
2013/s/2013/493/80:1,7,1,17,8,1,18,7,1,18,8,1,18,7,1,17
1998/s/1998/1174/69:6,6,1,19,6,1,18,6,1,17,6,1,18,6,1,18
2009/s/agenda/6066/2:1,3,1,13,3,1,13,3,1,13,3,1,13,3,1,13
2001/s/2001/842/35:2,3,2,14,2,0,10,2,1,10,2,0,10,2,2,13
2011/s/2011/299/8:1,1,1,12,1,1,12,2,0,12,1,1,12,1,1,12
2009/s/agenda/6063/2:1,3,1,13,3,1,13,3,1,14,3,1,13,3,1,13
2007/s/2007/139/161:1,6,0,24,3,0,17,4,1,19,3,0,17,5,1,24
1999/s/1999/132/34:1,4,1,15,4,1,15,4,1,15,4,1,15,4,1,15
2002/s/2002/556/41:1,3,0,12,2,0,10,2,0,10,2,0,10,2,0,10
2014/s/2014/905/105:1,3,2,19,3,2,20,2,2,20,3,2,20,3,2,20
2008/s/2008/726/344:1,0,0,9,0,0,9,0,0,9,0,0,9,0,0,9
2001/s/ac_26/2001/16/45:1,4,0,18,3,0,13,3,0,13,3,0,13,3,0,13
2001/s/agenda/4271/2:1,3,1,13,3,1,13,3,1,12,3,1,13,3,1,13
1999/s/ac_26/1999/16/192:1,1,0,11,1,0,12,1,0,11,1,0,12,1,0,12
2011/s/res/1989_2011_/127:1,2,1,9,2,0,11,2,0,11,2,0,11,2,1,10
2004/s/ac_44/2004/_02_/42/61:3,3,3,26,3,2,26,2,2,25,2,2,25,4,1,22
2009/s/res/1877_2009_/53:1,2,3,8,2,3,7,2,3,7,2,3,7,2,3,8
1999/s/ac_26/1999/13/998:1,1,0,8,1,0,7,1,0,7,1,0,7,1,0,7
2013/s/2013/493/65:2,8,2,33,7,2,32,7,2,33,7,2,32,8,2,33
2006/s/2006/962/99:1,1,1,8,2,0,8,1,1,8,2,0,8,1,1,8
2014/s/2014/286/41:1,1,1,10,1,1,10,2,1,13,1,1,10,1,0,11
2003/s/2003/937/233:1,3,1,31,5,2,34,4,2,34,5,2,34,5,2,34
2014/s/2014/535/164:2,5,3,19,4,3,18,4,3,18,4,3,18,4,3,18
2011/s/2011/816/111:1,2,1,10,2,1,9,2,1,9,2,1,9,2,1,9
2001/s/2001/434/77:1,2,1,12,2,1,15,2,1,15,2,1,15,2,1,16
2005/s/2005/15/add_37/8:1,1,2,62,1,1,58,1,2,63,1,1,58,1,2,62
1999/s/1999/1250/64:2,3,1,10,3,1,11,3,1,11,3,1,11,3,1,11
2012/s/2012/422/176:2,3,1,14,3,1,13,3,1,13,3,1,13,3,1,14
2004/s/2004/84/1279:1,6,0,12,7,0,11,7,0,12,7,0,11,7,0,11
2005/s/ac_44/2004/_02_/14/add_1/180:1,2,0,13,3,0,15,2,0,14,1,0,16,2,0,14
2001/s/ac_26/2001/7/648:1,4,0,10,3,0,9,3,0,7,3,0,9,4,0,10
1999/s/1999/621/63:1,3,0,8,3,0,8,3,0,8,3,0,8,3,0,8
2011/s/agenda/6551/2:1,3,1,13,3,1,13,4,1,13,3,1,13,3,1,13
2001/s/2001/505/69:2,5,1,20,5,1,19,5,1,19,5,1,19,5,1,19
2009/s/2009/212/776:1,1,0,12,3,0,16,2,0,15,3,0,16,1,0,12
2007/s/2007/139/66:1,2,0,8,3,0,8,2,0,8,2,0,8,2,0,8
2014/s/2014/10/add_44/60:1,3,0,15,3,0,15,3,0,15,3,0,15,3,0,15
2004/s/2004/961/66:1,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6
2009/s/2009/640/264:2,6,2,20,6,2,20,6,2,21,6,2,20,7,2,22
2004/s/2004/723/55:1,3,0,8,3,0,8,3,0,8,3,0,8,3,0,8
2011/s/inf/65/1150:1,2,0,8,2,0,8,2,0,8,2,0,8,2,0,9
1999/s/1999/128/11:1,4,0,9,4,0,9,4,0,9,4,0,9,4,0,9
2012/s/pv_6709/135:3,3,1,12,3,1,13,3,1,13,3,1,13,3,1,13
2004/s/ac_44/2004/_02_/4/86:6,5,1,21,1,1,21,1,1,21,1,1,21,1,1,25
2007/s/2007/328/30:5,10,1,32,10,1,33,11,1,32,10,1,33,10,1,32
2010/s/2010/10/add_48/15:1,3,0,16,3,0,16,3,0,16,3,0,16,3,0,16
2007/s/2007/22/143:1,0,0,25,0,0,25,0,0,26,0,0,25,0,0,25
2007/s/2007/584/357:2,4,2,28,4,3,24,4,3,24,4,3,24,5,3,24
2014/s/prst/2014/3/803:1,2,0,10,1,0,8,2,0,10,1,0,8,3,0,10
2012/s/agenda/6808/2:1,3,1,13,3,1,13,3,1,14,3,1,13,3,1,13
2002/s/2002/579/3:1,3,0,13,3,0,11,3,0,11,3,0,11,3,0,13
2012/s/2012/175/21:1,4,0,9,0,0,9,0,0,9,0,0,9,0,0,9
2010/s/2010/91/493:3,2,1,12,2,1,13,2,1,13,2,1,13,2,1,13
2007/s/2007/584/336:1,8,1,29,8,1,28,7,1,29,8,1,29,5,1,26
2010/s/2010/234/60:4,6,3,22,5,2,21,5,1,18,5,2,21,5,2,21
1999/s/ac_26/1999/1/71:1,1,0,11,1,0,11,1,0,11,1,0,11,1,0,11
2002/s/2002/1044/261:1,3,0,19,1,0,15,3,0,15,1,0,15,3,0,16
2003/s/2003/665/add_1/16:1,7,0,12,6,0,11,6,0,11,6,0,11,7,0,12
2004/s/2004/899/87:1,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10
2014/s/2014/10/54:1,3,0,16,3,0,16,3,0,16,3,0,16,3,0,16
1998/s/1998/404/22:3,5,1,20,5,1,16,4,1,16,5,1,16,5,1,17
2003/s/2003/223/261:1,5,3,31,6,3,31,6,3,31,6,3,31,6,3,31
2011/s/2011/10/add_26/67:1,3,0,15,3,0,15,3,0,15,3,0,15,3,0,15
2005/s/2005/699/384:1,5,0,13,5,0,13,5,0,13,5,0,13,5,0,12
2001/s/2001/1253/79:5,3,1,19,3,1,16,3,1,17,3,1,16,3,1,17
2006/s/ac_44/2004/_02_/134/63:1,3,0,8,2,1,9,2,1,7,2,1,9,2,1,11
2002/s/ac_26/2002/8/735:1,5,0,12,4,0,11,4,0,9,4,0,11,4,0,11
2010/s/inf/64/639:1,1,0,14,1,0,14,1,0,14,1,0,14,1,0,14
1999/s/1999/237/29:1,1,0,6,1,0,6,1,0,6,1,0,6,1,0,6
2002/s/2002/432/72:1,4,2,15,4,3,17,4,3,17,4,3,17,4,3,17
2013/s/2013/248/69:4,6,1,18,5,1,17,5,1,16,5,1,17,5,1,16
2012/s/2012/71/638:1,3,0,11,2,0,10,2,0,9,2,0,10,2,0,10
2012/s/2012/71/700:1,3,0,14,3,0,14,3,0,14,3,0,14,3,0,14
1999/s/1999/15/13:1,2,0,8,3,0,8,3,0,8,3,0,8,3,0,9
2010/s/res/1925_2010_/22:1,1,1,12,1,1,12,1,1,12,1,1,12,1,1,12
2014/s/2014/394/152:2,5,2,16,3,2,14,4,2,13,3,2,14,4,2,16
2000/s/agenda/4173/4:1,1,0,7,1,0,7,1,0,7,1,0,7,1,0,7
2009/s/2009/691/26:1,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4
2006/s/ac_44/2004/_02_/60/add_1/118:1,2,0,21,2,0,19,2,0,19,2,0,19,2,0,19
2004/s/2004/807/141:5,3,1,15,4,1,15,4,1,18,4,1,15,4,1,16
2011/s/2011/10/add_13/23:1,3,0,16,3,0,17,3,0,17,3,0,17,3,0,17
2004/s/2004/981/38:1,2,3,8,2,3,7,2,3,7,2,3,7,2,3,8
2000/s/ac_26/2000/20/122:2,3,1,14,1,0,17,2,1,14,1,0,19,1,0,17
2011/s/2011/555/32:1,4,1,18,2,1,19,2,1,19,2,1,19,3,1,19
2003/s/2003/1099/20:2,3,1,13,3,2,13,3,2,13,3,2,13,3,2,13
1999/s/1999/1162/90:5,9,1,18,11,1,21,11,1,21,11,1,21,11,1,20
2012/s/inf/66/1232:1,5,0,10,5,0,10,5,0,11,5,0,10,5,0,10
2000/s/2000/977/28:4,5,3,21,5,3,21,7,2,21,5,3,21,5,3,23
2009/s/2009/10/102:1,2,0,13,2,0,12,2,0,12,2,0,12,2,0,13
2007/s/2007/445/382:2,5,0,19,5,0,20,5,0,19,5,0,19,5,0,20
2000/s/ac_26/2000/26/1231:1,2,0,9,2,0,7,1,0,7,2,0,7,2,0,7
2002/s/ac_26/2002/19/384:1,4,1,15,4,1,14,4,1,13,4,1,14,4,1,14
1998/s/ac_26/1998/7/39:1,3,0,8,2,0,8,2,0,8,2,0,8,2,0,7
2011/s/2011/579/224:1,6,1,27,5,0,20,5,0,21,5,0,20,5,0,20
2012/s/2012/373/297:1,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8
2002/s/2002/1414/10:2,5,1,25,3,0,23,3,1,24,3,0,23,3,1,23
2011/s/2011/111/829:1,3,0,9,3,0,9,3,0,9,3,0,9,3,0,8
2009/s/2009/258/124:1,5,3,25,5,4,27,5,3,26,5,4,26,5,3,24
2002/s/2002/731/110:1,2,1,18,2,0,17,2,0,17,2,0,17,2,0,16
2002/s/agenda/4552/2:1,3,1,13,3,1,13,3,1,12,3,1,13,3,1,13
2012/s/inf/66/2298:1,4,0,11,3,0,11,3,0,11,3,0,11,3,0,11
2004/s/2004/625/48:1,3,0,9,3,0,9,3,0,9,3,0,9,3,0,9
2003/s/2003/138/16:1,3,2,16,4,1,15,4,1,15,4,1,15,4,1,14
2010/s/ac_49/2010/2/59:1,3,0,8,3,0,11,3,0,11,3,0,11,3,0,11
2004/s/ac_37/2004/_1455_/37/31:1,3,0,8,3,0,8,3,0,8,3,0,8,3,0,8
2004/s/2004/84/1609:1,3,1,8,2,1,9,2,1,9,2,1,9,2,1,10
2006/s/2006/142/61:2,4,0,17,4,1,19,4,1,19,4,1,19,4,0,18
2000/s/ac_26/2000/19/383:3,2,2,15,3,2,16,2,2,16,3,2,16,3,2,16
2010/s/2010/568/145:1,6,1,19,4,1,19,5,1,19,4,1,20,5,1,19
2001/s/2001/1232/106:2,5,2,18,5,2,17,5,2,18,4,2,20,5,2,18
2002/s/2002/413/24:2,3,3,14,2,3,13,4,2,15,2,3,13,2,3,13
2006/s/2006/311/167:1,6,0,20,6,0,17,6,0,17,6,0,17,6,0,18
2005/s/2005/503/16:4,2,1,14,3,1,15,3,1,14,3,1,15,2,1,13
2003/s/2003/1161/92:1,0,0,4,0,0,6,0,0,6,0,0,6,0,0,6
1999/s/1999/25/add_2/12:1,4,0,10,4,1,13,1,0,8,4,1,13,4,0,10
2003/s/ac_26/2003/29/1238:1,0,0,7,0,0,7,0,0,8,0,0,7,0,0,8
2014/s/2014/653/70:1,4,1,23,4,1,24,4,1,25,4,1,24,4,1,23
1999/s/ac_26/1999/22/79:1,3,0,8,3,0,9,3,0,9,3,0,9,3,0,8
2007/s/2007/126/74:1,4,3,21,4,2,19,4,2,20,4,2,19,4,2,19
2007/s/2007/144/123:1,2,0,15,1,0,15,1,0,15,1,0,15,3,0,15
2000/s/2000/40/add_25/6:1,1,1,32,1,1,32,1,1,30,1,1,32,1,1,32
2009/s/2009/309/64:5,4,1,15,4,1,15,4,1,15,4,1,15,4,1,16
2005/s/2005/83/334:2,1,1,32,2,1,33,3,1,40,2,1,33,1,1,33
2004/s/ac_44/2004/_02_/72/74:1,3,1,16,3,1,15,3,1,15,3,1,15,3,1,15
2006/s/2006/707/60:3,1,1,19,1,1,19,1,1,18,1,1,18,1,1,18
2010/s/2010/263/702:1,5,0,16,4,1,14,4,1,14,4,1,14,4,1,13
2004/s/2004/158/41:1,2,0,10,0,0,9,2,0,9,0,0,9,2,0,9
2005/s/2005/245/57:1,2,3,8,2,3,7,2,3,7,2,3,7,2,3,8
2007/s/2007/567/59:1,4,0,14,2,0,16,2,0,16,2,0,16,2,0,16
2002/s/2002/869/124:1,1,0,13,3,0,13,3,0,13,3,0,13,3,0,13
2012/s/2012/344/39:1,1,0,15,1,0,14,1,0,14,1,0,14,1,0,14
1998/s/1998/709/27:1,11,3,31,11,3,32,11,3,31,11,3,32,10,3,29
2009/s/2009/669/5:1,3,0,13,3,0,11,3,0,11,3,0,11,3,0,13
2006/s/ac_44/2004/_02_/128/39:1,3,0,14,1,0,13,3,0,13,1,0,13,3,0,13
2013/s/2013/159/17:5,3,1,26,4,1,23,5,1,24,4,1,23,4,1,23
2009/s/inf/63/1555:1,3,0,7,3,0,7,3,0,7,3,0,7,3,0,7
2003/s/2003/42/14:4,6,1,13,6,1,13,6,1,13,6,1,13,6,1,13
2012/s/2012/493/9:1,1,0,11,1,0,11,1,0,10,1,0,11,1,0,11
2008/s/pv_5855/101:4,3,1,16,3,2,18,3,2,18,3,2,18,3,2,18
2014/s/2014/2/rev_2/46:1,1,0,11,1,0,11,1,0,11,1,0,11,1,0,11
2004/s/2004/1017/70:1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2002/s/ac_39/2002/3/9:1,3,1,14,3,1,13,3,1,13,3,1,13,3,1,13
2003/s/ac_37/2003/_1455_/2/29:1,2,0,5,0,0,6,0,0,6,0,0,6,2,0,6
2003/s/ac_37/2003/_1455_/64/76:1,1,0,16,1,0,16,1,0,16,1,0,16,1,0,16
2008/s/2008/532/26:1,3,0,6,3,0,6,3,0,6,3,0,6,3,0,6
2014/s/prst/2014/3/282:1,3,0,12,1,0,8,2,0,10,1,0,8,3,0,10
2006/s/2006/730/20:1,2,0,8,2,0,8,2,0,8,2,0,8,2,0,8
2002/s/ac_26/2002/13/424:1,2,0,9,2,0,9,2,0,10,2,0,9,2,0,9
2013/s/2013/197/60:1,5,2,20,4,2,20,5,2,21,4,2,20,4,2,20
2012/s/2012/836/35:3,7,3,23,7,2,20,8,2,22,7,2,20,8,2,23
2008/s/2008/510/378:4,7,0,16,4,0,12,6,0,16,4,0,12,7,0,16
2004/s/2004/300/147:4,3,2,17,3,1,15,3,2,16,3,1,15,3,1,15
2014/s/2014/726/392:3,4,2,14,4,1,13,4,1,13,4,1,13,4,1,12
2002/s/2002/1373/27:1,7,0,14,5,0,12,5,0,12,5,0,12,7,0,13
1999/s/ac_26/1999/22/443:1,13,3,30,10,2,26,10,2,26,10,2,26,11,2,26
2005/s/2005/782/348:1,1,0,7,1,0,7,1,0,7,1,0,7,1,0,6
2005/s/2005/688/10:2,4,1,12,3,1,13,3,1,13,3,1,13,3,1,13
2006/s/ac_44/2004/_02_/15/add_1/31:1,0,0,7,0,0,10,0,0,10,0,0,10,0,0,7
1998/s/1998/898/35:1,1,0,11,2,0,13,2,0,13,2,0,13,2,0,13
2012/s/res/2048_2012_/77:1,1,0,10,1,0,10,1,0,10,1,0,10,1,0,10
2009/s/2009/611/6:4,2,0,15,2,1,17,2,1,17,2,1,17,2,1,17
2009/s/2009/376/30:1,1,0,9,1,0,10,1,0,9,1,0,10,1,0,10
2012/s/2012/680/82:1,1,1,9,1,1,8,1,1,8,1,1,8,1,1,8
2001/s/ac_26/2001/11/425:1,4,1,11,4,1,12,4,1,12,4,1,12,4,1,12
2010/s/prst/2010/25/526:1,2,0,11,3,0,12,3,0,12,3,0,12,2,0,11
2010/s/2010/319/278:4,1,2,8,1,2,8,1,2,8,1,2,8,1,2,9
2005/s/2005/578/41:1,2,3,8,2,3,7,2,3,7,2,3,7,2,3,8
